type,value,context,confidence,first_seen,last_seen,case_count,cases,sources
domain,aws.us-east-prod.com,AWS console phishing subdomain served by input_24 kit,high,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,Datadog Security Labs 2026-06-24
domain,aws.us-west-login.com,AWS console phishing subdomain served by input_24 kit,high,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,Datadog Security Labs 2026-06-24
domain,b6w9m2z5x8q1v3k.top,ModeloRAT DGA C2 candidate (weekly-rotating algorithmically-generated .top),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,bithill.com,EDIS Global + compromised-domain pattern serving a PowerShell cradle leading to NetSupport RAT (adjacent ClickFix cluster; not a GREYVIBE C2),low,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,borjumaniya.store,TukTuk fallback HTTP C2 domain,high,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,boss.securehubcloud.com,Kali365 C2 sibling host (operator tier) sharing the same TLS cert and K365 Control title,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
domain,botim-app.pro,ProSpy staging/distribution — auto-downloads Botim lure APK (EN+AR page),high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
domain,business-data-leaks.com,SRG public extortion / data leak site; served via fast flux infrastructure,high,2026-06-24,2026-06-24,1,2026-06-24_SRG-LunaMoth-FastFlux-LawFirm-Extortion,Resecurity 2026-06-08; SecurityWeek 2026-06-08
domain,calm-wildflower-1349.hellohiall.workers.dev,Cloudflare Workers C2 endpoint,high,2026-05-08,2026-05-08,1,2026-05-08_CloudZ-RAT-Pheno-PhoneLink,Talos
domain,carrolc.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,celebratieinvitiee.de,Fake event-invitation lure host (.de TLD) observed in ANY.RUN sessions,medium,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
domain,chat.openai.com,LLM platform web UI used by the operator,high,2026-05-10,2026-05-10,1,2026-05-10_Mexico-Water-AI-Assisted-OT,https://www.dragos.com/blog/ai-assisted-ics-attack-water-utility
domain,cheapoca.biz,SECONDARY Remus Stealer C2 base host,medium,2026-06-02,2026-06-02,1,2026-06-02_Aur0ra-NoRename-InPlace-Ransomware,CYFIRMA
domain,check.git-service.com,Primary payload + C2 channel for rope.pyz on durabletask hosts,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Wiz 2026-05-19
domain,cj06y9v4xab.com,ModeloRAT DGA C2 candidate (algorithmically-generated),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,claude.ai,LLM platform web UI used by the operator,high,2026-05-10,2026-05-10,1,2026-05-10_Mexico-Water-AI-Assisted-OT,https://www.dragos.com/blog/ai-assisted-ics-attack-water-utility
domain,coachcybersecurity.com,SPECTRALVIPER C2 domain (corporate construction-firm intrusion),high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,com-ae.net,BITTER infrastructure FLD — attributed via FOFA JARM pivot to Dracarys C2 youtubepremiumapp.com,high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08 / Maltrail
domain,compliance-protectionoutlook.de,AiTM landing - Code of Conduct campaign (Apr 14-16 2026),high,2026-05-06,2026-05-06,1,2026-05-06_CodeOfConduct-AiTM-Storm-1747,Microsoft Threat Intelligence 4-may-2026
domain,cumm.info,JFMBackdoor secondary C2 domain,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
domain,cwrtwright.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,d.d.e.0.6.3.0.0.0.7.4.0.1.0.0.2.ip6.arpa,Campaign A active malicious ip6.arpa reverse zone with wildcard A record (Hurricane Electric 2001:470:63d::/48),high,2026-06-03,2026-06-03,1,2026-06-03_ip6arpa-Reverse-DNS-Phishing,Infoblox/CloudSEK
domain,d1hmxkpwby0d4s.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,dashboard-salesforce.com,Salesforce-login impersonation using the same input_24 gating (Aug 2025); ties the kit lineage,medium,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,Datadog Security Labs 2026-06-24; NVISO 2025-08-12
domain,data-form-o5pu.p-ntz8agp6.workers.dev,Sibling-fetch path observed in the 126-host kit template (Cloudflare Worker),high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
domain,ddjidd564.github.io,TrapDoor campaign payload host and configuration source (GitHub Pages),high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
domain,defs.updater-worelos.com,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,direwolfcdkv5whaz2spehizdg22jsuf5aeje4asmetpbt6ri4jnd4qd.onion,Tor leak and negotiation site,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,Protos Labs 2025-08-28
domain,download-center.online,Tier-2 delivery gateway serving the trojanized MSI,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,download.robovpn.com,RoboVPN MSI distribution host (app infrastructure),medium,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,Nokia Deepfield ERT 2026-06-18
domain,drivelivelime.com,NetDraft or VSHELL C2 domain,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
domain,en.cumm.info,JFMBackdoor secondary C2 subdomain,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
domain,encryption-plug-in-signal.com-ae.net,ProSpy staging — Signal lure; BITTER infrastructure pivot via com-ae.net domain,high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
domain,enrollms.com,UNC6671 / BlackFile lookalike apex (Tucows-registered); per-victim subdomain pattern <organization>.enrollms.com for SSO portal mimicry,high,2026-05-27,2026-05-27,1,2026-05-27_BlackFile-UNC6671-CordialSpider-SaaS-Extortion,GTIG 2026-05-15
domain,ep-lively-cherry-a80bmwii.eastus2.azure.neon.tech,TukTuk Neon Postgres workspace observed in a related campaign,medium,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,ep6pheij.com,SRG fast flux C2 domain; A records rotate < 60s TTL across 22 ISPs,high,2026-06-24,2026-06-24,1,2026-06-24_SRG-LunaMoth-FastFlux-LawFirm-Extortion,Resecurity 2026-06-08
domain,ev2sirbd269o5j.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,ewujsfb1dp5ran.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,fasterscommunications.com,PhantomRelayLite fingerprinting C2 base URL (worked example in report; payload appended as XOR+base64 path),medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,festiveparty.us,Fake event-invitation lure host observed in ANY.RUN sandbox sessions,medium,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
domain,financemachinelearning.com,SPECTRALVIPER C2 domain crafted for the FireAnt stock-investor campaign; beacon host,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,fixupcount.s3.dualstack.ap-northeast-1.amazonaws.com,S3 bucket staging the encrypted vShell payload,high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
domain,frontforce.org,DroneLink fake charity domain (AFU FPV-drone fundraising lure) hosting DAYLIGHT-obfuscated LegionRelay,high,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,ftps.upd-domain-goloro.com,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,g8way.io,TukTuk Arweave alt gateway used as failover,high,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,gatewayrvcenter.com,SPECTRALVIPER C2 domain (corporate construction-firm intrusion),high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,getceptionparty.de,Fake event-invitation lure host (.de TLD) observed in ANY.RUN sessions,medium,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
domain,getsession.org,Session messenger fallback C2 channel (decentralized — not blockable via single IP),medium,2026-05-14,2026-05-14,1,2026-05-14_Mini-Shai-Hulud-TeamPCP-Mega-Campaign,"Wiz, BleepingComputer"
domain,git-tanstack.com,Primary C2 domain and transformers.pyz payload download host,high,2026-05-14,2026-05-14,1,2026-05-14_Mini-Shai-Hulud-TeamPCP-Mega-Campaign,"Wiz, StepSecurity, Socket"
domain,globalretailbrands.com.au,Compromised Australian appliance retailer mail server used as sending infrastructure for Icarus extortion emails,medium,2026-06-21,2026-06-21,1,2026-06-21_Icarus-Klue-OAuth-Salesforce-SaaS-Extortion,Huntress 2026-06-18
domain,gmslb.net,Director apex; hardcoded Vo1d/Popa C2 domain (Android TV fleet),high,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,XLab 2025-03 / Nokia Deepfield ERT
domain,goldsky.arweave.net,TukTuk Arweave alt gateway,medium,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,grande-luna.top,Mistic/Woodgnat network indicator (.top lure/staging),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,greatness-marketing.top,Kali365 operator MAX Messenger account-takeover prize-claim page (K365 Control banner),high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
domain,gruta.com.mx,Compromised legitimate MX site used as SSA email-harvesting frontend,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
domain,hcgos.com,DNS C2 apex for the .aspx self-report channel; observed subdomain pattern a.<hex>.c.hcgos[.]com,high,2026-06-08,2026-06-08,1,2026-06-08_OP-512-China-IIS-WebShell-Framework,ReliaQuest
domain,hekeroyot.com,Related phishing SLD using Cloudflare NS (blakely/yisroel.ns.cloudflare.com) seen alongside 0.0.7.4.6.0.6.2.ip6.arpa,medium,2026-06-03,2026-06-03,1,2026-06-03_ip6arpa-Reverse-DNS-Phishing,BleepingComputer
domain,hospitalinstallation.com,Primary Cavern C2 domain; registered via Fars Data (Iranian hosting provider); HTTPS/WebSocket,high,2026-07-10,2026-07-10,1,2026-07-10_Cavern-Manticore-Iran-MOIS-Modular-DotNet-C2,Check Point / gbhackers
domain,human-check.top,Mistic/Woodgnat lure domain (fake CAPTCHA / human-verification ClickFix theme),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,image.update-kaspersky.workers.dev,Cloudflare Workers fronted C2 subdomain,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
domain,ip-api.com,Geolocation enrichment for first beacon (T1614),medium,2026-05-07,2026-05-07,1,2026-05-07_QLNX-Quasar-Linux-RAT,Trend Micro 5-may-2026
domain,ip-scanner.org,Advanced IP Scanner lure front (Swisscom sibling intrusion),medium,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,join-secure-call.ai-ae.io,Delivery lure URL — fake video call join page; redirects to APK staging,high,2026-06-22,2026-06-22,1,2026-06-22_prospy-bitter-mena,Lookout 2026-04-08
domain,k135neflez.westus3.azure.clickhouse.cloud,TukTuk ClickHouse Cloud workspace used as primary SaaS C2,high,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,kaztelecom.shop,Showboat telecom-impersonating C2 hosted on 101.36.105.222,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,Lumen BLL 2026-05-21
domain,ks501oz9nm3v05.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,kwywztxoo2xdot.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,ky1d1p1daahe5t.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,Kyblogtz6k3jtxnjjvluee5ec4g3zcnvyvbgsnq5thumphmqidkt7xid.onion,Tor leak blog shared by both variants,high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
domain,lapas.live,PhantomClick fake LAPAS ClickFix CAPTCHA domain (Ukrainian-language run-command lure),high,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,lapas.lv,Legitimate Latvian LAPAS domain abused as decoy redirect target by PhantomClick (not attacker-controlled),low,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,lb.gmslb.net,Director / load balancer for SDK registration (TLS 443); shared with Vo1d/Popa,high,2026-06-28,2026-06-28,1,2026-06-28_RoboVPN-Neunative-Vo1d-Popa-Residential-Proxy-Botnet,Nokia Deepfield ERT 2026-06-18
domain,leadingfilipinoteams.com,SPECTRALVIPER C2 domain,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,loginportal-aws.com,AWS console phishing domain; not observed carrying the input_24 parameter,high,2026-07-01,2026-07-01,1,2026-07-01_AWS-Console-AiTM-input24-PhishingKit,Datadog Security Labs 2026-06-24
domain,mail.authorized-logins.net,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mail.t-w.dev,Campaign B live mail infrastructure host,medium,2026-06-03,2026-06-03,1,2026-06-03_ip6arpa-Reverse-DNS-Phishing,CloudSEK
domain,mailes.upd-domain-goloro.com,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mails.updater-worelos.com,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,mcagov.cc,India Ministry of Corporate Affairs lookalike hosting download.php payload selector,high,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,Kaspersky Securelist 2026-04-30
domain,members.nefeshhope.com,C2 hostname for the A.ExE customized Go tunneler,high,2026-05-31,2026-05-31,1,2026-05-31_BlackShadow-AbabilOfMinab-Recovery-Layer-Destruction,Gambit
domain,metakit.fireant.vn,Legitimate FireAnt MetaKit update server that was compromised to serve malicious setup.exe; no TLS and no integrity validation,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,Mlnmlnnrdhcaddwll4zqvfd2vyqsgtgj473gjoehwna2v4sizdukheyd.onion,Tor negotiation/chat portal shared by both variants (chat path /chat/5176[REDACTED]),high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
domain,msiidentity.com,UAT-8302 C2 domain,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
domain,mueleer.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,muurfzqprzmdkzoibxaz.supabase.co,TukTuk Supabase tenant observed in a related campaign,medium,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
domain,mxprodesign.com,SPECTRALVIPER C2 domain (corporate construction-firm intrusion),high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,namefuture.site,Primary JFMBackdoor C2 domain fronted by Cloudflare,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
domain,nano.upscale-kolo.com,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,newsprojects.online,Showboat secondary C2 domain served by Cloudflare-origin certificate,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
domain,nfcrackatm.com,DevilNFC C2 / relay server,high,2026-06-13,2026-06-13,1,2026-06-13_DevilNFC-NFCMultiPay-NFC-Relay,Cleafy
domain,obmlink.com,PhantomRelayLite C2 associated with a KongTuke ClickFix cluster; overlap not confirmed as GREYVIBE-operated,medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
domain,oeannon.com,Mistic/Woodgnat network indicator (likely typosquat lure/delivery),medium,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,open-box-rpps.jeff-1fd.workers.dev,Live device-code phishing page (Cloudflare Worker) hardcoding SID 2091010,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
domain,openclawcli.vercel.app,Fake driver/prerequisite download lure referenced by the malicious OpenClaw SKILL.md,high,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,Trend Micro
domain,opmanager.pro,Tier-1 SEO impersonation front for ManageEngine OpManager,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,orange-cell-1353.hellohiall.workers.dev,Cloudflare Workers staging endpoint hosting pheno.exe,high,2026-05-08,2026-05-08,1,2026-05-08_CloudZ-RAT-Pheno-PhoneLink,Talos
domain,ovh1kn1tcqw5kp.org,BumbleBee DGA C2 domain,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
domain,panel.securehubcloud.com,Kali365 C2 panel login (K365 Control) polled by lures every 3 seconds; high-confidence C2 per Arctic Wolf,high,2026-06-10,2026-06-10,1,2026-06-10_Kali365-K365-OAuth-DeviceCode-PhaaS,Arctic Wolf Labs 2026-06-02
domain,passkeyms.com,UNC6671 / BlackFile lookalike apex (Tucows-registered); passkey-enrollment pretext used in vishing call,high,2026-05-27,2026-05-27,1,2026-05-27_BlackFile-UNC6671-CordialSpider-SaaS-Extortion,GTIG 2026-05-15
domain,php.authorized-logins.net,Mistic/Woodgnat C2 subdomain,high,2026-07-07,2026-07-07,1,2026-07-07_KongTuke-Mistic-MTLBackdoor-IAB-ClickFix,Symantec Threat Hunter Team Backdoor.Mistic (2026-06-24)
domain,power-sync-services.com,SPECTRALVIPER C2 domain (corporate construction-firm intrusion),high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
domain,progamevl.ru,Vladivostok kids coding school OBR (compromised),medium,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
domain,r3brqw3d.b0ats.top,C2 (DGA-like subdomain),high,2026-05-02,2026-05-02,1,2026-05-02_Nexcorium-TBK-DVR-CVE-2024-3721,FortiGuard
domain,redviper.com,NetSupport RAT download cradle (cl.php?cpn=) in an adjacent financially-motivated cluster sharing PhantomRelayLite,low,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
